Day-Ahead or Real-Time,timestamp,price
Real-Time Daily Average Prices,8/20/2024 6:00,1.4
Real-Time Daily Average Prices,8/20/2024 7:00,1.4
Real-Time Daily Average Prices,8/20/2024 8:00,1.3
Real-Time Daily Average Prices,8/20/2024 9:00,1.3
Real-Time Daily Average Prices,8/20/2024 10:00,1.3
Real-Time Daily Average Prices,8/20/2024 11:00,1.4
Real-Time Daily Average Prices,8/20/2024 12:00,2.1
Real-Time Daily Average Prices,8/20/2024 13:00,1.3
Real-Time Daily Average Prices,8/20/2024 14:00,1.4
Real-Time Daily Average Prices,8/20/2024 15:00,1.7
Real-Time Daily Average Prices,8/20/2024 16:00,1.9
Real-Time Daily Average Prices,8/20/2024 17:00,2
Real-Time Daily Average Prices,8/20/2024 18:00,2.3
Real-Time Daily Average Prices,8/20/2024 19:00,2.2
Real-Time Daily Average Prices,8/20/2024 20:00,2
Real-Time Daily Average Prices,8/20/2024 21:00,1.7
Real-Time Daily Average Prices,8/20/2024 22:00,1.4
Real-Time Daily Average Prices,8/20/2024 23:00,1.3
Real-Time Daily Average Prices,8/19/2024 0:00,1.7
Real-Time Daily Average Prices,8/19/2024 1:00,1.8
Real-Time Daily Average Prices,8/19/2024 2:00,1.4
Real-Time Daily Average Prices,8/19/2024 3:00,1.4
Real-Time Daily Average Prices,8/19/2024 4:00,1.6
Real-Time Daily Average Prices,8/19/2024 5:00,2
Real-Time Daily Average Prices,8/19/2024 6:00,2.2
Real-Time Daily Average Prices,8/19/2024 7:00,2.1
Real-Time Daily Average Prices,8/19/2024 8:00,1.6
Real-Time Daily Average Prices,8/19/2024 9:00,1.7
Real-Time Daily Average Prices,8/19/2024 10:00,2.5
Real-Time Daily Average Prices,8/19/2024 11:00,2.1
Real-Time Daily Average Prices,8/19/2024 12:00,2.1
Real-Time Daily Average Prices,8/19/2024 13:00,2.2
Real-Time Daily Average Prices,8/19/2024 14:00,3
Real-Time Daily Average Prices,8/19/2024 15:00,2.1
Real-Time Daily Average Prices,8/19/2024 16:00,2
Real-Time Daily Average Prices,8/19/2024 17:00,2.1
Real-Time Daily Average Prices,8/19/2024 18:00,2.4
Real-Time Daily Average Prices,8/19/2024 19:00,2.2
Real-Time Daily Average Prices,8/19/2024 20:00,2.4
Real-Time Daily Average Prices,8/19/2024 21:00,3.3
Real-Time Daily Average Prices,8/19/2024 22:00,2.3
Real-Time Daily Average Prices,8/19/2024 23:00,1.7
Real-Time Daily Average Prices,8/18/2024 0:00,1.8
Real-Time Daily Average Prices,8/18/2024 1:00,1.5
Real-Time Daily Average Prices,8/18/2024 2:00,2.2
Real-Time Daily Average Prices,8/18/2024 3:00,1.5
Real-Time Daily Average Prices,8/18/2024 4:00,1.3
Real-Time Daily Average Prices,8/18/2024 5:00,1.5
Real-Time Daily Average Prices,8/18/2024 6:00,1.5
Real-Time Daily Average Prices,8/18/2024 7:00,1.3
Real-Time Daily Average Prices,8/18/2024 8:00,2
Real-Time Daily Average Prices,8/18/2024 9:00,2.2
Real-Time Daily Average Prices,8/18/2024 10:00,1.9
Real-Time Daily Average Prices,8/18/2024 11:00,2.1
Real-Time Daily Average Prices,8/18/2024 12:00,2.2
Real-Time Daily Average Prices,8/18/2024 13:00,2.8
Real-Time Daily Average Prices,8/18/2024 14:00,4.2
Real-Time Daily Average Prices,8/18/2024 15:00,2.9
Real-Time Daily Average Prices,8/18/2024 16:00,18.5
Real-Time Daily Average Prices,8/18/2024 17:00,6
Real-Time Daily Average Prices,8/18/2024 18:00,5.6
Real-Time Daily Average Prices,8/18/2024 19:00,3.7
Real-Time Daily Average Prices,8/18/2024 20:00,3.9
Real-Time Daily Average Prices,8/18/2024 21:00,2.9
Real-Time Daily Average Prices,8/18/2024 22:00,2.5
Real-Time Daily Average Prices,8/18/2024 23:00,2.2
Real-Time Daily Average Prices,8/17/2024 0:00,2.6
Real-Time Daily Average Prices,8/17/2024 1:00,2.4
Real-Time Daily Average Prices,8/17/2024 2:00,1.6
Real-Time Daily Average Prices,8/17/2024 3:00,1.4
Real-Time Daily Average Prices,8/17/2024 4:00,1.4
Real-Time Daily Average Prices,8/17/2024 5:00,1.5
Real-Time Daily Average Prices,8/17/2024 6:00,1.7
Real-Time Daily Average Prices,8/17/2024 7:00,1.6
Real-Time Daily Average Prices,8/17/2024 8:00,2.5
Real-Time Daily Average Prices,8/17/2024 9:00,2.4
Real-Time Daily Average Prices,8/17/2024 10:00,2.9
Real-Time Daily Average Prices,8/17/2024 11:00,2.8
Real-Time Daily Average Prices,8/17/2024 12:00,5.9
Real-Time Daily Average Prices,8/17/2024 13:00,4.5
Real-Time Daily Average Prices,8/17/2024 14:00,4.9
Real-Time Daily Average Prices,8/17/2024 15:00,5.3
Real-Time Daily Average Prices,8/17/2024 16:00,3
Real-Time Daily Average Prices,8/17/2024 17:00,3.9
Real-Time Daily Average Prices,8/17/2024 18:00,6.2
Real-Time Daily Average Prices,8/17/2024 19:00,5.5
Real-Time Daily Average Prices,8/17/2024 20:00,3.5
Real-Time Daily Average Prices,8/17/2024 21:00,2.8
Real-Time Daily Average Prices,8/17/2024 22:00,2.5
Real-Time Daily Average Prices,8/17/2024 23:00,2.6
Real-Time Daily Average Prices,8/16/2024 0:00,5.8
Real-Time Daily Average Prices,8/16/2024 1:00,1.6
Real-Time Daily Average Prices,8/16/2024 2:00,1.5
Real-Time Daily Average Prices,8/16/2024 3:00,1.6
Real-Time Daily Average Prices,8/16/2024 4:00,1.4
Real-Time Daily Average Prices,8/16/2024 5:00,1.6
Real-Time Daily Average Prices,8/16/2024 6:00,2.1
Real-Time Daily Average Prices,8/16/2024 7:00,1.9
Real-Time Daily Average Prices,8/16/2024 8:00,2.1
Real-Time Daily Average Prices,8/16/2024 9:00,2.4
Real-Time Daily Average Prices,8/16/2024 10:00,2.4
Real-Time Daily Average Prices,8/16/2024 11:00,2.9
Real-Time Daily Average Prices,8/16/2024 12:00,4.3
Real-Time Daily Average Prices,8/16/2024 13:00,2.9
Real-Time Daily Average Prices,8/16/2024 14:00,5
Real-Time Daily Average Prices,8/16/2024 15:00,7.1
Real-Time Daily Average Prices,8/16/2024 16:00,3
Real-Time Daily Average Prices,8/16/2024 17:00,3.3
Real-Time Daily Average Prices,8/16/2024 18:00,4.8
Real-Time Daily Average Prices,8/16/2024 19:00,9.6
Real-Time Daily Average Prices,8/16/2024 20:00,3.4
Real-Time Daily Average Prices,8/16/2024 21:00,2.9
Real-Time Daily Average Prices,8/16/2024 22:00,2.7
Real-Time Daily Average Prices,8/16/2024 23:00,2.4
Real-Time Daily Average Prices,8/15/2024 0:00,1.8
Real-Time Daily Average Prices,8/15/2024 1:00,1.7
Real-Time Daily Average Prices,8/15/2024 2:00,1.7
Real-Time Daily Average Prices,8/15/2024 3:00,1.5
Real-Time Daily Average Prices,8/15/2024 4:00,1.4
Real-Time Daily Average Prices,8/15/2024 5:00,1.4
Real-Time Daily Average Prices,8/15/2024 6:00,1.6
Real-Time Daily Average Prices,8/15/2024 7:00,1.9
Real-Time Daily Average Prices,8/15/2024 8:00,1.8
Real-Time Daily Average Prices,8/15/2024 9:00,1.9
Real-Time Daily Average Prices,8/15/2024 10:00,1.7
Real-Time Daily Average Prices,8/15/2024 11:00,2.6
Real-Time Daily Average Prices,8/15/2024 12:00,2
Real-Time Daily Average Prices,8/15/2024 13:00,2.8
Real-Time Daily Average Prices,8/15/2024 14:00,7.4
Real-Time Daily Average Prices,8/15/2024 15:00,3.7
Real-Time Daily Average Prices,8/15/2024 16:00,3.5
Real-Time Daily Average Prices,8/15/2024 17:00,3.7
Real-Time Daily Average Prices,8/15/2024 18:00,3.7
Real-Time Daily Average Prices,8/15/2024 19:00,6
Real-Time Daily Average Prices,8/15/2024 20:00,4.2
Real-Time Daily Average Prices,8/15/2024 21:00,3.2
Real-Time Daily Average Prices,8/15/2024 22:00,2.6
Real-Time Daily Average Prices,8/15/2024 23:00,2
Real-Time Daily Average Prices,8/14/2024 0:00,2.4
Real-Time Daily Average Prices,8/14/2024 1:00,2.1
Real-Time Daily Average Prices,8/14/2024 2:00,1.8
Real-Time Daily Average Prices,8/14/2024 3:00,1.5
Real-Time Daily Average Prices,8/14/2024 4:00,1.7
Real-Time Daily Average Prices,8/14/2024 5:00,2.2
Real-Time Daily Average Prices,8/14/2024 6:00,2.2
Real-Time Daily Average Prices,8/14/2024 7:00,2
Real-Time Daily Average Prices,8/14/2024 8:00,1.4
Real-Time Daily Average Prices,8/14/2024 9:00,1.5
Real-Time Daily Average Prices,8/14/2024 10:00,2.1
Real-Time Daily Average Prices,8/14/2024 11:00,2.4
Real-Time Daily Average Prices,8/14/2024 12:00,2.6
Real-Time Daily Average Prices,8/14/2024 13:00,2.6
Real-Time Daily Average Prices,8/14/2024 14:00,3.2
Real-Time Daily Average Prices,8/14/2024 15:00,4.7
Real-Time Daily Average Prices,8/14/2024 16:00,4.9
Real-Time Daily Average Prices,8/14/2024 17:00,5.5
Real-Time Daily Average Prices,8/14/2024 18:00,4.8
Real-Time Daily Average Prices,8/14/2024 19:00,6.1
Real-Time Daily Average Prices,8/14/2024 20:00,5.5
Real-Time Daily Average Prices,8/14/2024 21:00,3
Real-Time Daily Average Prices,8/14/2024 22:00,3
Real-Time Daily Average Prices,8/14/2024 23:00,2
Real-Time Daily Average Prices,8/13/2024 0:00,1.9
Real-Time Daily Average Prices,8/13/2024 1:00,2.2
Real-Time Daily Average Prices,8/13/2024 2:00,1.7
Real-Time Daily Average Prices,8/13/2024 3:00,1.5
Real-Time Daily Average Prices,8/13/2024 4:00,1.6
Real-Time Daily Average Prices,8/13/2024 5:00,2.2
Real-Time Daily Average Prices,8/13/2024 6:00,2.3
Real-Time Daily Average Prices,8/13/2024 7:00,5.9
Real-Time Daily Average Prices,8/13/2024 8:00,1.9
Real-Time Daily Average Prices,8/13/2024 9:00,2.1
Real-Time Daily Average Prices,8/13/2024 10:00,2.2
Real-Time Daily Average Prices,8/13/2024 11:00,2.9
Real-Time Daily Average Prices,8/13/2024 12:00,3.8
Real-Time Daily Average Prices,8/13/2024 13:00,4.3
Real-Time Daily Average Prices,8/13/2024 14:00,3.9
Real-Time Daily Average Prices,8/13/2024 15:00,3.5
Real-Time Daily Average Prices,8/13/2024 16:00,4.8
Real-Time Daily Average Prices,8/13/2024 17:00,6.9
Real-Time Daily Average Prices,8/13/2024 18:00,4.9
Real-Time Daily Average Prices,8/13/2024 19:00,4.5
Real-Time Daily Average Prices,8/13/2024 20:00,5
Real-Time Daily Average Prices,8/13/2024 21:00,3.4
Real-Time Daily Average Prices,8/13/2024 22:00,3.1
Real-Time Daily Average Prices,8/13/2024 23:00,2.6
Real-Time Daily Average Prices,8/12/2024 0:00,1.5
Real-Time Daily Average Prices,8/12/2024 1:00,1.6
Real-Time Daily Average Prices,8/12/2024 2:00,1.4
Real-Time Daily Average Prices,8/12/2024 3:00,1.3
Real-Time Daily Average Prices,8/12/2024 4:00,1.4
Real-Time Daily Average Prices,8/12/2024 5:00,2
Real-Time Daily Average Prices,8/12/2024 6:00,2
Real-Time Daily Average Prices,8/12/2024 7:00,2
Real-Time Daily Average Prices,8/12/2024 8:00,1.5
Real-Time Daily Average Prices,8/12/2024 9:00,2.2
Real-Time Daily Average Prices,8/12/2024 10:00,3
Real-Time Daily Average Prices,8/12/2024 11:00,2.8
Real-Time Daily Average Prices,8/12/2024 12:00,2.7
Real-Time Daily Average Prices,8/12/2024 13:00,4.3
Real-Time Daily Average Prices,8/12/2024 14:00,2.7
Real-Time Daily Average Prices,8/12/2024 15:00,3.1
Real-Time Daily Average Prices,8/12/2024 16:00,3.6
Real-Time Daily Average Prices,8/12/2024 17:00,11.8
Real-Time Daily Average Prices,8/12/2024 18:00,11.9
Real-Time Daily Average Prices,8/12/2024 19:00,3.8
Real-Time Daily Average Prices,8/12/2024 20:00,4.1
Real-Time Daily Average Prices,8/12/2024 21:00,3.4
Real-Time Daily Average Prices,8/12/2024 22:00,2.8
Real-Time Daily Average Prices,8/12/2024 23:00,2.5
Real-Time Daily Average Prices,8/11/2024 0:00,1.3
Real-Time Daily Average Prices,8/11/2024 1:00,1.5
Real-Time Daily Average Prices,8/11/2024 2:00,1.4
Real-Time Daily Average Prices,8/11/2024 3:00,1.2
Real-Time Daily Average Prices,8/11/2024 4:00,1.1
Real-Time Daily Average Prices,8/11/2024 5:00,1.2
Real-Time Daily Average Prices,8/11/2024 6:00,1.1
Real-Time Daily Average Prices,8/11/2024 7:00,1.1
Real-Time Daily Average Prices,8/11/2024 8:00,1.1
Real-Time Daily Average Prices,8/11/2024 9:00,1.1
Real-Time Daily Average Prices,8/11/2024 10:00,1.2
Real-Time Daily Average Prices,8/11/2024 11:00,1.4
Real-Time Daily Average Prices,8/11/2024 12:00,1.6
Real-Time Daily Average Prices,8/11/2024 13:00,1.6
Real-Time Daily Average Prices,8/11/2024 14:00,1.8
Real-Time Daily Average Prices,8/11/2024 15:00,2.2
Real-Time Daily Average Prices,8/11/2024 16:00,2.5
Real-Time Daily Average Prices,8/11/2024 17:00,3.1
Real-Time Daily Average Prices,8/11/2024 18:00,3
Real-Time Daily Average Prices,8/11/2024 19:00,3.3
Real-Time Daily Average Prices,8/11/2024 20:00,2.8
Real-Time Daily Average Prices,8/11/2024 21:00,3
Real-Time Daily Average Prices,8/11/2024 22:00,2.5
Real-Time Daily Average Prices,8/11/2024 23:00,1.7
Real-Time Daily Average Prices,8/10/2024 0:00,1.7
Real-Time Daily Average Prices,8/10/2024 1:00,2.1
Real-Time Daily Average Prices,8/10/2024 2:00,1.7
Real-Time Daily Average Prices,8/10/2024 3:00,1.4
Real-Time Daily Average Prices,8/10/2024 4:00,1.3
Real-Time Daily Average Prices,8/10/2024 5:00,1.3
Real-Time Daily Average Prices,8/10/2024 6:00,1.4
Real-Time Daily Average Prices,8/10/2024 7:00,1.3
Real-Time Daily Average Prices,8/10/2024 8:00,1.3
Real-Time Daily Average Prices,8/10/2024 9:00,2.4
Real-Time Daily Average Prices,8/10/2024 10:00,1.1
Real-Time Daily Average Prices,8/10/2024 11:00,1.7
Real-Time Daily Average Prices,8/10/2024 12:00,1.6
Real-Time Daily Average Prices,8/10/2024 13:00,1.9
Real-Time Daily Average Prices,8/10/2024 14:00,1.3
Real-Time Daily Average Prices,8/10/2024 15:00,2
Real-Time Daily Average Prices,8/10/2024 16:00,2.6
Real-Time Daily Average Prices,8/10/2024 17:00,2.9
Real-Time Daily Average Prices,8/10/2024 18:00,2.7
Real-Time Daily Average Prices,8/10/2024 19:00,4
Real-Time Daily Average Prices,8/10/2024 20:00,2.4
Real-Time Daily Average Prices,8/10/2024 21:00,2.2
Real-Time Daily Average Prices,8/10/2024 22:00,2.8
Real-Time Daily Average Prices,8/10/2024 23:00,2.7
Real-Time Daily Average Prices,8/9/2024 0:00,1.1
Real-Time Daily Average Prices,8/9/2024 1:00,1.6
Real-Time Daily Average Prices,8/9/2024 2:00,0.9
Real-Time Daily Average Prices,8/9/2024 3:00,0.7
Real-Time Daily Average Prices,8/9/2024 4:00,0.6
Real-Time Daily Average Prices,8/9/2024 5:00,0.1
Real-Time Daily Average Prices,8/9/2024 6:00,0.1
Real-Time Daily Average Prices,8/9/2024 7:00,0.4
Real-Time Daily Average Prices,8/9/2024 8:00,1.6
Real-Time Daily Average Prices,8/9/2024 9:00,2.5
Real-Time Daily Average Prices,8/9/2024 10:00,2.8
Real-Time Daily Average Prices,8/9/2024 11:00,1.7
Real-Time Daily Average Prices,8/9/2024 12:00,1.2
Real-Time Daily Average Prices,8/9/2024 13:00,1.8
Real-Time Daily Average Prices,8/9/2024 14:00,1.6
Real-Time Daily Average Prices,8/9/2024 15:00,1.1
Real-Time Daily Average Prices,8/9/2024 16:00,1.1
Real-Time Daily Average Prices,8/9/2024 17:00,1.8
Real-Time Daily Average Prices,8/9/2024 18:00,1.4
Real-Time Daily Average Prices,8/9/2024 19:00,2.3
Real-Time Daily Average Prices,8/9/2024 20:00,3.6
Real-Time Daily Average Prices,8/9/2024 21:00,3.2
Real-Time Daily Average Prices,8/9/2024 22:00,2.4
Real-Time Daily Average Prices,8/9/2024 23:00,1.5
Real-Time Daily Average Prices,8/8/2024 0:00,2.2
Real-Time Daily Average Prices,8/8/2024 1:00,1
Real-Time Daily Average Prices,8/8/2024 2:00,1.4
Real-Time Daily Average Prices,8/8/2024 3:00,1.4
Real-Time Daily Average Prices,8/8/2024 4:00,1.4
Real-Time Daily Average Prices,8/8/2024 5:00,0.9
Real-Time Daily Average Prices,8/8/2024 6:00,1.2
Real-Time Daily Average Prices,8/8/2024 7:00,1.2
Real-Time Daily Average Prices,8/8/2024 8:00,2.1
Real-Time Daily Average Prices,8/8/2024 9:00,2.2
Real-Time Daily Average Prices,8/8/2024 10:00,2.2
Real-Time Daily Average Prices,8/8/2024 11:00,2.6
Real-Time Daily Average Prices,8/8/2024 12:00,2.8
Real-Time Daily Average Prices,8/8/2024 13:00,5.1
Real-Time Daily Average Prices,8/8/2024 14:00,4.9
Real-Time Daily Average Prices,8/8/2024 15:00,3
Real-Time Daily Average Prices,8/8/2024 16:00,4.5
Real-Time Daily Average Prices,8/8/2024 17:00,4.4
Real-Time Daily Average Prices,8/8/2024 18:00,3.9
Real-Time Daily Average Prices,8/8/2024 19:00,3.4
Real-Time Daily Average Prices,8/8/2024 20:00,4.5
Real-Time Daily Average Prices,8/8/2024 21:00,3.7
Real-Time Daily Average Prices,8/8/2024 22:00,2.8
Real-Time Daily Average Prices,8/8/2024 23:00,0.9
Real-Time Daily Average Prices,8/7/2024 0:00,1.4
Real-Time Daily Average Prices,8/7/2024 1:00,1.2
Real-Time Daily Average Prices,8/7/2024 2:00,1.3
Real-Time Daily Average Prices,8/7/2024 3:00,1.4
Real-Time Daily Average Prices,8/7/2024 4:00,1
Real-Time Daily Average Prices,8/7/2024 5:00,0.8
Real-Time Daily Average Prices,8/7/2024 6:00,0.3
Real-Time Daily Average Prices,8/7/2024 7:00,1.2
Real-Time Daily Average Prices,8/7/2024 8:00,1.8
Real-Time Daily Average Prices,8/7/2024 9:00,2
Real-Time Daily Average Prices,8/7/2024 10:00,2.5
Real-Time Daily Average Prices,8/7/2024 11:00,2.8
Real-Time Daily Average Prices,8/7/2024 12:00,2.4
Real-Time Daily Average Prices,8/7/2024 13:00,6.2
Real-Time Daily Average Prices,8/7/2024 14:00,12.2
Real-Time Daily Average Prices,8/7/2024 15:00,7.5
Real-Time Daily Average Prices,8/7/2024 16:00,4.6
Real-Time Daily Average Prices,8/7/2024 17:00,7.5
Real-Time Daily Average Prices,8/7/2024 18:00,3.7
Real-Time Daily Average Prices,8/7/2024 19:00,4.9
Real-Time Daily Average Prices,8/7/2024 20:00,10.4
Real-Time Daily Average Prices,8/7/2024 21:00,3.6
Real-Time Daily Average Prices,8/7/2024 22:00,2.8
Real-Time Daily Average Prices,8/7/2024 23:00,2.2
Real-Time Daily Average Prices,7/11/2025 0:00,4.2
Real-Time Daily Average Prices,7/11/2025 1:00,3.1
Real-Time Daily Average Prices,7/11/2025 2:00,2.7
Real-Time Daily Average Prices,7/11/2025 3:00,2.4
Real-Time Daily Average Prices,7/11/2025 4:00,2.5
Real-Time Daily Average Prices,7/11/2025 5:00,3.1
Real-Time Daily Average Prices,7/11/2025 6:00,2.9
Real-Time Daily Average Prices,7/11/2025 7:00,4.2
Real-Time Daily Average Prices,7/11/2025 8:00,3.5
Real-Time Daily Average Prices,7/11/2025 9:00,6
Real-Time Daily Average Prices,7/11/2025 10:00,4.3
Real-Time Daily Average Prices,7/11/2025 11:00,9.6
Real-Time Daily Average Prices,7/11/2025 12:00,4.5
Real-Time Daily Average Prices,7/11/2025 13:00,6.1
Real-Time Daily Average Prices,7/11/2025 14:00,5.8
Real-Time Daily Average Prices,7/11/2025 15:00,6.3
Real-Time Daily Average Prices,7/11/2025 16:00,5.8
Real-Time Daily Average Prices,7/11/2025 17:00,6.1
Real-Time Daily Average Prices,7/11/2025 18:00,9.2
Real-Time Daily Average Prices,7/11/2025 19:00,12
Real-Time Daily Average Prices,7/11/2025 20:00,6.7
Real-Time Daily Average Prices,7/11/2025 21:00,6.5
Real-Time Daily Average Prices,7/11/2025 22:00,4.5
Real-Time Daily Average Prices,7/11/2025 23:00,4
Real-Time Daily Average Prices,7/10/2025 0:00,3.6
Real-Time Daily Average Prices,7/10/2025 1:00,3.1
Real-Time Daily Average Prices,7/10/2025 2:00,2.7
Real-Time Daily Average Prices,7/10/2025 3:00,2.5
Real-Time Daily Average Prices,7/10/2025 4:00,2.6
Real-Time Daily Average Prices,7/10/2025 5:00,3.2
Real-Time Daily Average Prices,7/10/2025 6:00,3.6
Real-Time Daily Average Prices,7/10/2025 7:00,3.7
Real-Time Daily Average Prices,7/10/2025 8:00,3.9
Real-Time Daily Average Prices,7/10/2025 9:00,3.3
Real-Time Daily Average Prices,7/10/2025 10:00,5.2
Real-Time Daily Average Prices,7/10/2025 11:00,4.8
Real-Time Daily Average Prices,7/10/2025 12:00,8.4
Real-Time Daily Average Prices,7/10/2025 13:00,4.9
Real-Time Daily Average Prices,7/10/2025 14:00,5.4
Real-Time Daily Average Prices,7/10/2025 15:00,5.2
Real-Time Daily Average Prices,7/10/2025 16:00,5.2
Real-Time Daily Average Prices,7/10/2025 17:00,6.3
Real-Time Daily Average Prices,7/10/2025 18:00,6.8
Real-Time Daily Average Prices,7/10/2025 19:00,10
Real-Time Daily Average Prices,7/10/2025 20:00,8
Real-Time Daily Average Prices,7/10/2025 21:00,10.8
Real-Time Daily Average Prices,7/10/2025 22:00,8.1
Real-Time Daily Average Prices,7/10/2025 23:00,8.4
Real-Time Daily Average Prices,7/9/2025 0:00,3.8
Real-Time Daily Average Prices,7/9/2025 1:00,3
Real-Time Daily Average Prices,7/9/2025 2:00,2.9
Real-Time Daily Average Prices,7/9/2025 3:00,2.8
Real-Time Daily Average Prices,7/9/2025 4:00,2.8
Real-Time Daily Average Prices,7/9/2025 5:00,3.1
Real-Time Daily Average Prices,7/9/2025 6:00,3.7
Real-Time Daily Average Prices,7/9/2025 7:00,3.9
Real-Time Daily Average Prices,7/9/2025 8:00,3.8
Real-Time Daily Average Prices,7/9/2025 9:00,3.5
Real-Time Daily Average Prices,7/9/2025 10:00,4.3
Real-Time Daily Average Prices,7/9/2025 11:00,4.1
Real-Time Daily Average Prices,7/9/2025 12:00,4.9
Real-Time Daily Average Prices,7/9/2025 13:00,4.4
Real-Time Daily Average Prices,7/9/2025 14:00,4.8
Real-Time Daily Average Prices,7/9/2025 15:00,5.2
Real-Time Daily Average Prices,7/9/2025 16:00,4.4
Real-Time Daily Average Prices,7/9/2025 17:00,6.8
Real-Time Daily Average Prices,7/9/2025 18:00,6.1
Real-Time Daily Average Prices,7/9/2025 19:00,6
Real-Time Daily Average Prices,7/9/2025 20:00,5.3
Real-Time Daily Average Prices,7/9/2025 21:00,5.5
Real-Time Daily Average Prices,7/9/2025 22:00,5.4
Real-Time Daily Average Prices,7/9/2025 23:00,4.4
Real-Time Daily Average Prices,7/8/2025 0:00,3.9
Real-Time Daily Average Prices,7/8/2025 1:00,3.4
Real-Time Daily Average Prices,7/8/2025 2:00,2.9
Real-Time Daily Average Prices,7/8/2025 3:00,2.8
Real-Time Daily Average Prices,7/8/2025 4:00,3
Real-Time Daily Average Prices,7/8/2025 5:00,3.4
Real-Time Daily Average Prices,7/8/2025 6:00,3.5
Real-Time Daily Average Prices,7/8/2025 7:00,3.8
Real-Time Daily Average Prices,7/8/2025 8:00,3.5
Real-Time Daily Average Prices,7/8/2025 9:00,3.4
Real-Time Daily Average Prices,7/8/2025 10:00,3.3
Real-Time Daily Average Prices,7/8/2025 11:00,7.4
Real-Time Daily Average Prices,7/8/2025 12:00,5.4
Real-Time Daily Average Prices,7/8/2025 13:00,7
Real-Time Daily Average Prices,7/8/2025 14:00,7.1
Real-Time Daily Average Prices,7/8/2025 15:00,7
Real-Time Daily Average Prices,7/8/2025 16:00,6.5
Real-Time Daily Average Prices,7/8/2025 17:00,4.4
Real-Time Daily Average Prices,7/8/2025 18:00,4.4
Real-Time Daily Average Prices,7/8/2025 19:00,8.5
Real-Time Daily Average Prices,7/8/2025 20:00,10.6
Real-Time Daily Average Prices,7/8/2025 21:00,4.7
Real-Time Daily Average Prices,7/8/2025 22:00,6.8
Real-Time Daily Average Prices,7/8/2025 23:00,4
Real-Time Daily Average Prices,7/7/2025 0:00,4.6
Real-Time Daily Average Prices,7/7/2025 1:00,3.3
Real-Time Daily Average Prices,7/7/2025 2:00,3
Real-Time Daily Average Prices,7/7/2025 3:00,2.8
Real-Time Daily Average Prices,7/7/2025 4:00,3
Real-Time Daily Average Prices,7/7/2025 5:00,3.3
Real-Time Daily Average Prices,7/7/2025 6:00,4.1
Real-Time Daily Average Prices,7/7/2025 7:00,3.7
Real-Time Daily Average Prices,7/7/2025 8:00,4.4
Real-Time Daily Average Prices,7/7/2025 9:00,5
Real-Time Daily Average Prices,7/7/2025 10:00,3.9
Real-Time Daily Average Prices,7/7/2025 11:00,8
Real-Time Daily Average Prices,7/7/2025 12:00,4.6
Real-Time Daily Average Prices,7/7/2025 13:00,5.9
Real-Time Daily Average Prices,7/7/2025 14:00,4.7
Real-Time Daily Average Prices,7/7/2025 15:00,5.1
Real-Time Daily Average Prices,7/7/2025 16:00,5.7
Real-Time Daily Average Prices,7/7/2025 17:00,5.3
Real-Time Daily Average Prices,7/7/2025 18:00,4.9
Real-Time Daily Average Prices,7/7/2025 19:00,5.3
Real-Time Daily Average Prices,7/7/2025 20:00,6.7
Real-Time Daily Average Prices,7/7/2025 21:00,6.3
Real-Time Daily Average Prices,7/7/2025 22:00,5.8
Real-Time Daily Average Prices,7/7/2025 23:00,5.7
Real-Time Daily Average Prices,7/6/2025 0:00,2.8
Real-Time Daily Average Prices,7/6/2025 1:00,2.8
Real-Time Daily Average Prices,7/6/2025 2:00,2.2
Real-Time Daily Average Prices,7/6/2025 3:00,2.1
Real-Time Daily Average Prices,7/6/2025 4:00,2
Real-Time Daily Average Prices,7/6/2025 5:00,1.9
Real-Time Daily Average Prices,7/6/2025 6:00,1.9
Real-Time Daily Average Prices,7/6/2025 7:00,2
Real-Time Daily Average Prices,7/6/2025 8:00,2.2
Real-Time Daily Average Prices,7/6/2025 9:00,3
Real-Time Daily Average Prices,7/6/2025 10:00,2.8
Real-Time Daily Average Prices,7/6/2025 11:00,3.9
Real-Time Daily Average Prices,7/6/2025 12:00,3.4
Real-Time Daily Average Prices,7/6/2025 13:00,4.7
Real-Time Daily Average Prices,7/6/2025 14:00,5.4
Real-Time Daily Average Prices,7/6/2025 15:00,4.3
Real-Time Daily Average Prices,7/6/2025 16:00,4.5
Real-Time Daily Average Prices,7/6/2025 17:00,4.6
Real-Time Daily Average Prices,7/6/2025 18:00,4.9
Real-Time Daily Average Prices,7/6/2025 19:00,5.2
Real-Time Daily Average Prices,7/6/2025 20:00,5.4
Real-Time Daily Average Prices,7/6/2025 21:00,5.2
Real-Time Daily Average Prices,7/6/2025 22:00,4.2
Real-Time Daily Average Prices,7/6/2025 23:00,3.5
Real-Time Daily Average Prices,7/5/2025 0:00,2.5
Real-Time Daily Average Prices,7/5/2025 1:00,2.2
Real-Time Daily Average Prices,7/5/2025 2:00,2
Real-Time Daily Average Prices,7/5/2025 3:00,2
Real-Time Daily Average Prices,7/5/2025 4:00,1.9
Real-Time Daily Average Prices,7/5/2025 5:00,1.8
Real-Time Daily Average Prices,7/5/2025 6:00,1.7
Real-Time Daily Average Prices,7/5/2025 7:00,1.6
Real-Time Daily Average Prices,7/5/2025 8:00,1.6
Real-Time Daily Average Prices,7/5/2025 9:00,2
Real-Time Daily Average Prices,7/5/2025 10:00,3.2
